0.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023219954,-21.9016,0.360386,-0.216967,-0.467215,0.254414,0.490756,0.268978,0.678697,0.195199,0.0588107,-0.143798,-0.100389,-0.272748,0.158743,-0.00398239,-0.145436,-0.137943,0.0388804,0.618969,0.137541
0.046439909,-9.06398,0.777288,-0.247543,0.175268,0.0955891,-0.44593,-0.320308,0.368615,0.497527,0.224712,0.0927433,-0.0251804,-0.163609,-0.234333,0.361523,0.285943,-0.160164,0.0767755,0.00122829,-0.0297341
0.069659863,-7.41887,0.108864,-0.814261,0.247405,-0.079569,0.195084,0.154296,0.0983731,0.219735,0.0237605,0.247427,0.0321535,0.182782,-0.0328531,0.0920612,0.0242278,0.00322375,0.0742845,-0.0169355,-0.0673536
0.092879818,-7.59638,0.290309,-0.700564,0.282693,0.211651,0.194417,0.218081,-0.15012,0.115233,0.18448,0.520369,0.0969348,0.1863,0.142867,0.0472746,-0.0515324,-0.365006,-0.0428336,0.0856832,-0.0170512
0.116099773,-7.6797,0.443495,-0.459984,0.536863,0.0937903,-0.00776154,0.0783887,-0.0781227,0.284909,0.43022,0.15462,0.152018,0.197247,-0.230566,0.111161,0.179718,0.0751718,0.0182987,-0.11899,-0.0406643
0.139319727,-7.53048,0.244493,-0.699249,0.287839,-0.0467517,-0.207558,-0.00299502,0.0526054,0.259122,0.194705,0.283339,0.0328392,0.2293,0.274826,0.0150775,0.172977,-0.0247316,0.159517,-0.0554069,-0.23539
0.162539682,-7.57116,0.282491,-0.504792,0.3057,0.107945,0.0813761,0.210059,0.00175357,0.364899,0.243228,0.256377,0.372011,0.200231,-0.12634,0.0124427,0.0210551,-0.0269772,0.058665,-0.0649432,-0.193398
0.185759637,-7.56468,0.261673,-0.586496,0.266428,0.0683535,0.175057,0.198402,-0.00378615,0.0146428,0.0479705,0.464465,0.246926,0.0245118,0.0255508,0.0612856,0.00454807,-0.0684008,-0.0679515,0.0190605,0.148678
0.208979591,-7.46507,0.245532,-0.915204,0.199916,0.00196861,0.177503,0.142812,-0.0996852,0.0278982,0.153377,0.115048,0.0263391,0.199539,0.114496,0.0755344,0.0550885,-0.0722183,0.0630949,0.00518661,0.13338
0.232199546,-7.70132,0.218493,-0.586513,0.20495,0.23795,0.347079,0.137751,-0.0601664,-0.0831794,-0.014662,0.224494,-0.0307498,0.147466,0.214557,0.438461,0.382922,-0.0978383,0.0474331,0.0854029,-0.00670753
0.255419501,-7.69558,0.10191,-0.532944,0.331118,0.0518489,-0.160502,0.0325195,-0.241174,0.0443606,-0.0777961,0.453446,0.365602,0.185127,0.00242561,0.418097,0.344296,0.0702494,0.118667,0.00449787,-0.0424699
0.278639455,-7.4928,0.358615,-0.656783,0.217653,0.0721504,0.246073,0.222532,-0.109924,0.0684499,0.079161,0.204732,-0.110979,-0.006863,0.11172,0.0541474,-0.106283,-0.100336,0.111718,-0.0145136,0.0409545
0.301859410,-7.56217,0.0816329,-0.763591,0.152292,0.0035077,0.136735,0.321064,0.0407433,0.246826,0.103766,0.39228,0.216056,0.367927,0.16945,0.207997,-0.0297073,-0.229667,0.0109956,-0.119069,0.109273
0.325079365,-7.50987,0.105411,-0.642328,0.26157,-0.113296,0.107744,0.407356,0.353696,0.325656,-0.0262244,0.105472,0.0965837,0.217359,0.0271885,-0.00877073,-0.0586862,-0.226319,0.0204095,0.182836,0.0747888
0.348299319,-7.23848,0.238746,-0.469372,0.308555,0.140499,-0.0348774,0.0522389,0.113376,-0.0448845,0.0910989,0.256095,0.207967,0.149313,0.0766133,0.0887768,-0.07675,-0.148727,-0.0960034,0.0197472,-0.000277702
0.371519274,-7.49929,0.254313,-0.819174,0.157958,0.255096,0.144128,0.2158,0.0344527,0.152738,0.0352734,0.154705,0.0598186,0.092751,0.13544,0.132266,0.286,0.149781,0.13438,0.278834,0.149115
0.394739229,-7.395,0.100847,-0.485044,0.36377,0.0745143,-0.0551953,0.112946,0.0861986,0.168583,0.0264322,0.405901,0.394594,0.220475,-0.202542,-0.110451,-0.029051,-0.291158,-0.109799,-0.0136821,0.102983
0.417959183,-7.24371,0.296309,-0.475514,0.135984,-0.137411,-0.0509547,0.0293146,-0.127457,-0.0284019,0.0992236,0.233974,0.292456,0.381874,0.261486,-0.0705204,0.0282345,-0.0708642,-0.0629497,0.135992,-0.0618741
0.441179138,-6.72973,0.311478,-0.642153,-0.111105,-0.0429396,0.185824,0.32709,0.114173,0.161465,0.145462,0.115949,0.14346,0.156939,-0.0962887,-0.0347525,-0.0246004,-0.13963,-0.0681967,0.0235819,-0.0345362
0.464399092,-5.54775,0.679205,-0.18026,-0.508228,-0.374336,-0.232123,0.293438,0.487307,0.486049,0.52289,0.343174,0.383503,0.201617,0.299513,0.144855,-0.208918,-0.0362023,0.125312,0.0893337,-0.146211
0.487619047,-5.18266,0.619905,0.325751,0.432413,0.188174,-0.311789,0.150856,-0.055512,0.273247,0.374704,0.700656,0.517642,0.112335,-0.0256194,0.044687,0.181519,0.181476,0.0888646,0.253655,-0.0373037
0.510839002,-6.61526,0.525843,-0.00752658,0.364993,0.525011,0.177851,0.415865,0.352316,0.223958,0.473526,0.44871,0.624157,0.474947,0.152328,0.0390911,0.00529338,0.0555606,0.154665,0.0763831,0.12069
0.534058956,-7.09696,0.448274,-0.0570589,0.411186,0.227157,0.0914785,0.207671,0.320286,0.176075,0.262936,0.298844,0.378549,0.0798883,-0.00864966,0.0784083,0.157234,0.00869364,0.094543,-0.125639,-0.187811
0.557278911,-7.51733,0.00492886,-0.393584,0.642618,0.284034,0.0467995,0.0679993,0.168741,0.238936,0.228078,0.322164,0.0467335,-0.0771858,0.109545,0.232922,0.287756,0.136157,0.187211,0.041774,0.000118345
0.580498866,-7.41241,0.151613,-0.743342,0.263001,0.0536056,0.129662,0.246638,0.0984216,0.363675,0.116932,0.348051,0.110918,0.192661,0.232047,0.346457,0.100518,-0.123685,0.104173,-0.0954859,-0.0786639
0.603718820,-7.45175,0.567752,-0.419867,0.327475,-0.13224,-0.259807,0.281336,0.224066,0.25085,0.0610855,0.458109,0.498731,0.34732,0.202357,0.208421,0.140289,0.00784096,0.165044,0.0390466,0.0308861
0.626938775,-7.53231,0.149813,-0.337201,0.500091,-0.175481,-0.0769417,0.0903066,0.159094,0.484751,0.12611,0.338895,0.291564,0.160065,-0.0156383,-0.0535427,0.315166,0.0121514,-0.034676,-0.0146257,0.175198
0.650158730,-7.48067,0.101869,-0.663576,0.301494,-0.0251699,0.116391,0.0424609,0.274119,0.292081,-0.0205018,0.217573,-0.209235,0.0206409,0.159075,-0.190524,0.206576,-0.14463,0.0525978,-0.222524,0.0612949
0.673378684,-7.35806,0.256225,-0.571017,0.332528,-0.0641187,-0.0489287,-0.0937848,0.014844,0.285824,-0.0249182,0.342464,0.127079,0.239843,0.0848731,0.0214032,0.0833571,0.00705266,0.179314,-0.0754028,-0.114721
0.696598639,-7.28502,0.2004,-0.657026,0.510935,0.032989,-0.0202308,-0.0561257,0.159289,0.228017,-0.126067,0.232737,-0.0345775,0.231718,0.332666,0.291928,0.110105,-0.191861,0.0655154,-0.137485,-0.193671
0.719818594,-7.42745,0.192307,-0.708206,0.166891,0.0403247,0.0100104,0.422919,-0.176223,-0.15801,-0.0653928,0.289944,0.0397127,0.0396578,0.256116,0.0143122,0.248506,0.0987604,0.0344546,0.134985,-0.0999919
0.743038548,-7.35652,0.109014,-0.64591,0.0266631,-0.0983867,0.0262277,0.407468,0.296548,0.109513,0.207126,0.349362,-0.0139948,-0.0627105,0.0771401,0.0383199,0.155221,-0.172454,-0.159911,0.273678,0.203384
