0.000000000,0,0,0,0,0,0,0
0.010666666,0,0,0,0,0,0,0
0.021333333,0.000868261,0.000434046,0.000900442,0.000174584,6.26505e-06,4.22548e-06,5.72394e-09
0.032000000,0.00262052,0.00942126,0.00858959,0.0022015,0.000108605,2.94821e-05,6.00096e-08
0.042666666,0.0772359,0.0570885,0.0176385,0.0057597,0.000142143,8.37632e-05,8.64054e-08
0.053333333,0.0169924,0.04124,0.00851966,0.0102489,0.00052232,0.000318559,8.77927e-08
0.064000000,0.299877,0.102579,0.0125262,0.00655751,0.000282631,0.000260151,7.7971e-08
0.074666666,0.0940994,0.0495681,0.0369418,0.0102131,0.000749605,0.000237748,1.01304e-07
0.085333333,0.111399,0.0309382,0.0089775,0.00985479,0.00217127,0.000149057,9.61604e-08
0.096000000,0.100261,0.0164183,0.031363,0.0119485,0.000589672,0.000116517,7.78312e-08
0.106666666,0.0522402,0.023743,0.0289043,0.0114066,0.00120445,0.000104788,1.27388e-07
0.117333333,0.0493131,0.0424884,0.0286416,0.0112484,0.00169313,8.47682e-05,1.15463e-07
0.128000000,0.252854,0.0336539,0.0345755,0.0169047,0.00102111,0.000567996,1.06737e-07
0.138666666,0.233411,0.111979,0.055021,0.0151185,0.0043074,0.000617534,1.98043e-07
0.149333333,0.286852,0.160368,0.03161,0.0160811,0.00204313,0.000682527,1.91986e-07
0.160000000,0.178335,0.0529651,0.0108938,0.00590315,0.000732609,4.56045e-05,1.33929e-07
0.170666666,0.119005,0.103593,0.0341493,0.0079797,0.00122101,4.61496e-05,1.20872e-07
0.181333333,0.215252,0.12877,0.0083284,0.00697235,0.000821611,5.24623e-05,5.99257e-08
0.192000000,0.158678,0.0787396,0.0616806,0.010366,0.000788786,6.44e-05,7.47697e-08
0.202666666,0.0945296,0.0123391,0.0179305,0.00351249,0.00131596,7.45125e-05,7.64517e-08
0.213333333,0.357106,0.084567,0.0306927,0.00952178,0.000725294,4.00731e-05,9.29711e-08
0.224000000,0.219364,0.0828146,0.0277476,0.0102707,0.000999508,0.000114663,9.1863e-08
0.234666666,0.159632,0.114368,0.0455189,0.00639738,0.000695297,0.000230068,7.11003e-08
0.245333333,0.146116,0.0765942,0.0207542,0.0206882,0.000916519,0.000319049,1.23018e-07
0.256000000,0.167731,0.112568,0.011716,0.00912482,0.00193131,0.0002561,8.09835e-08
0.266666666,0.12106,0.034871,0.0101085,0.00294027,0.00185678,0.00022756,1.08034e-07
0.277333333,0.171411,0.0316918,0.027177,0.0172076,0.00167566,0.000240965,9.10446e-08
0.288000000,0.337803,0.0445723,0.0191592,0.0156855,0.00270454,0.000178545,6.04722e-08
0.298666666,0.0371366,0.0369706,0.00999739,0.0131225,0.00084702,0.000225525,8.3623e-08
0.309333333,0.0895283,0.0363461,0.0174185,0.0118585,0.0015898,0.000136746,7.56841e-08
0.320000000,0.0721877,0.0339383,0.0160356,0.00925977,0.00087858,4.60087e-05,1.61218e-07
0.330666666,0.22576,0.061379,0.0237121,0.00913943,0.00196071,0.000352955,1.37988e-07
0.341333333,0.294191,0.0364696,0.00879022,0.0095664,0.0029242,0.000212856,7.06385e-08
0.352000000,0.0693977,0.0196324,0.00756487,0.00989844,0.00102649,0.000186905,7.68776e-08
0.362666666,0.205452,0.0797008,0.0134034,0.00421028,0.00276267,3.87774e-05,1.48645e-07
0.373333333,0.243136,0.0621549,0.0392653,0.00288109,0.00184712,0.000102653,1.06931e-07
0.384000000,0.02819,0.126809,0.0282516,0.0053369,0.00049407,0.000100744,1.0157e-07
0.394666666,0.18977,0.0222229,0.0262094,0.0103248,0.00095965,6.26188e-05,9.77057e-08
0.405333333,0.201741,0.0781684,0.0337643,0.00593186,0.000479247,0.000107287,9.47786e-08
0.416000000,0.417004,0.0435343,0.0254917,0.00775567,0.000704452,8.91789e-05,9.32069e-08
0.426666666,0.0861139,0.0636554,0.00465552,0.0129309,0.00131592,0.00026666,8.09907e-08
0.437333333,0.284281,0.0757521,0.0140693,0.00274212,0.000736924,0.000308484,8.94312e-08
0.448000000,0.128933,0.0944788,0.0425004,0.00645939,0.00221324,0.00032158,1.52888e-07
0.458666666,0.18805,0.0942283,0.0581284,0.0123563,0.000694215,0.000147379,8.85793e-08
0.469333333,0.217124,0.0798525,0.0203024,0.0164067,0.000305999,0.000132656,9.26942e-08
0.480000000,0.264996,0.0854537,0.0144321,0.0187959,0.00195827,4.49212e-05,8.20289e-08
0.490666666,0.232438,0.00432945,0.0289433,0.0193494,0.000999776,4.69133e-05,1.18636e-07
0.501333333,0.0703001,0.0535269,0.0183956,0.00678207,0.00183693,0.00013027,1.00589e-07
0.512000000,0.013629,0.12218,0.0303941,0.00915285,0.000394762,3.9572e-05,1.04922e-07
0.522666666,0.0854208,0.145724,0.0228614,0.0126162,0.000805163,0.000330325,9.40022e-08
0.533333333,0.0281245,0.0261612,0.0207233,0.0048872,0.000726372,0.00015007,1.06596e-07
0.544000000,0.149885,0.0374795,0.00909538,0.0125443,0.000733035,0.000251299,7.35016e-08
0.554666666,0.0417168,0.0815142,0.059451,0.0128602,0.000377624,0.000201933,7.61767e-08
0.565333333,0.0403111,0.0536369,0.0415986,0.00590709,0.0018212,0.00029035,1.22922e-07
0.576000000,0.00276672,0.0401749,0.0554249,0.00927371,0.000445757,0.000243996,8.81512e-08
0.586666666,0.138589,0.0174824,0.0223687,0.0109121,0.00231335,0.000215662,1.41454e-07
